OT hour,Downtime,Absent percentage,Precipitation (%),UV Index,Season
-4,101,9.5,98,10,Winter
21,41,14.5,56,4,Summer
32,49,2.5,9,7,Summer
11,80,7.5,86,0,Winter
-17,72,8.5,73,1,Winter
4,95,12.5,91,7,Winter
16,55,5.5,45,1,Spring
-4,82,2,65,0,Winter
15,22,2.5,92,12,Winter
-16,100,18,97,11,Winter
1,83,17.5,86,1,Winter
29,67,1.5,5,5,Summer
23,70,12.5,106,0,Winter
-1,62,3.5,82,1,Winter
28,78,4.5,49,2,Autumn
4,60,17,76,1,Winter
31,92,4,99,14,Autumn
44,105,3,86,9,Winter
33,85,16,58,2,Spring
37,77,16,75,3,Winter
28,79,7,23,4,Autumn
-19,59,4,11,1,Autumn
20,102,15,83,10,Spring
61,104,7.5,85,11,Autumn
24,71,12,59,2,Winter
22,63,11.5,12,1,Autumn
33,68,2.5,13,2,Spring
41,36,8.5,3,8,Spring
36,58,8,1,9,Autumn
40,40,8,1,11,Summer
7,76,17.5,106,2,Autumn
11,61,11.5,99,1,Summer
2,75,9,103,5,Winter
22,53,3,16,6,Winter
30,98,10,59,3,Autumn
25,32,8.5,82,12,Summer
15,78,16,105,10,Autumn
10,76,11.5,71,12,Spring
13,67,9,51,2,Spring
43,30,4,97,11,Summer
-5,66,5,68,0,Winter
22,46,2,12,6,Winter
31,97,20,54,1,Spring
16,61,13,80,3,Winter
19,82,2,106,5,Autumn
17,96,12,66,0,Spring
34,63,19,61,3,Autumn
8,102,35.5,89,4,Winter
-7,85,1,76,1,Winter
4,98,15.5,67,1,Winter
35,68,3.5,69,8,Autumn
21,65,5,7,9,Winter
20,99,15,98,2,Autumn
25,62,6,8,10,Autumn
22,65,6,6,5,Spring
-4,91,7.5,66,1,Winter
19,69,11,86,1,Summer
23,61,10,72,3,Winter
28,56,4.5,38,4,Winter
15,99,20,76,4,Winter
0,86,19.5,53,0,Winter
36,57,4.5,11,7,Spring
29,65,18,91,0,Winter
-8,79,18.5,95,1,Winter
-10,72,9.5,89,0,Spring
26,61,13.5,73,2,Autumn
30,45,6,9,7,Summer
2,66,7.5,74,1,Winter
30,48,7,18,9,Summer
24,83,15.5,89,1,Summer
-8,76,12.5,50,0,Winter
33,99,16.5,89,2,Autumn
31,61,6.5,14,8,Summer
31,57,0.5,23,4,Winter
29,48,7,18,5,Spring
20,58,13.5,40,3,Winter
34,84,12,84,3,Summer
12,79,15,71,2,Spring
43,41,9.5,13,9,Summer
-6,99,8.5,99,10,Winter
-7,87,7,80,0,Winter
-8,80,15.5,84,1,Winter
21,51,4.5,40,1,Summer
31,77,19.5,93,12,Winter
1,88,1,85,0,Winter
-2,69,10,64,0,Winter
34,55,6.5,19,5,Autumn
28,91,8.5,86,6,Autumn
-10,89,9.5,93,0,Winter
15,73,10.5,38,3,Autumn
31,59,10.5,33,3,Winter
34,85,20,70,1,Spring
12,53,9.5,19,1,Autumn
36,32,1.5,19,11,Summer
27,67,1.5,24,1,Spring
-10,64,18,61,0,Winter
39,38,8,74,9,Autumn
19,73,3,109,8,Spring
26,49,9,10,9,Autumn
22,86,12,65,1,Summer
-5,81,18,88,1,Winter
55,78,3,91,2,Autumn
26,63,12.5,82,0,Autumn
22,67,4,45,2,Summer
46,76,28.5,108,4,Autumn
3,95,15.5,67,1,Winter
32,61,13.5,10,3,Spring
21,80,13.5,59,0,Spring
48,91,32,85,2,Autumn
42,61,13,69,0,Summer
3,77,12,59,0,Winter
14,64,5,47,3,Summer
14,56,10,44,4,Summer
20,61,18,58,1,Summer
53,108,7.5,73,13,Winter
-2,60,2,91,0,Winter
32,24,4.5,19,5,Spring
21,23,9,71,11,Summer
15,85,28,92,9,Summer
19,67,4.5,21,1,Winter
19,86,9,97,1,Winter
34,76,4,49,4,Winter
2,81,19.5,64,1,Winter
13,75,2,48,2,Winter
25,72,12,24,2,Autumn
32,67,8.5,19,2,Spring
18,63,7,16,1,Winter
2,89,11.5,94,1,Winter
26,88,7.5,92,1,Spring
0,46,8,45,9,Spring
11,62,9.5,20,3,Spring
36,58,6.5,13,9,Autumn
32,67,5.5,35,3,Winter
17,79,17.5,90,2,Summer
24,54,6,47,3,Summer
33,46,2.5,11,6,Autumn
14,82,5,85,1,Spring
33,78,12.5,55,1,Summer
-4,70,1.5,92,0,Winter
30,82,12,68,1,Spring
11,70,12,45,2,Spring
11,35,11.5,89,14,Autumn
16,70,14,57,0,Summer
1,75,11.5,95,0,Winter
21,21,6.5,9,11,Autumn
42,45,3.5,3,8,Spring
-7,82,18.5,55,0,Winter
-5,34,14.5,91,6,Spring
2,66,6,61,1,Winter
28,70,10,76,1,Summer
17,51,2,20,1,Winter
33,74,5.5,93,1,Autumn
-1,64,7.5,70,1,Winter
30,88,12,84,1,Autumn
28,36,4,5,11,Spring
43,92,14,72,10,Summer
1,60,18.5,64,0,Winter
-3,101,28,84,11,Winter
31,53,7.5,5,10,Autumn
23,54,6,27,1,Summer
37,73,11,84,1,Winter
33,71,9.5,29,3,Autumn
33,30,4.5,10,5,Winter
19,75,13.5,10,1,Summer
28,72,6,65,3,Summer
23,78,17.5,54,2,Summer
31,94,16.5,65,3,Spring
40,27,4,6,7,Winter
18,62,12,87,2,Autumn
32,69,6,13,5,Winter
22,91,5,68,1,Winter
35,25,7.5,14,5,Summer
30,57,2.5,41,2,Winter
12,64,1.5,38,3,Spring
1,77,18.5,55,1,Winter
0,79,14.5,98,1,Winter
13,72,1.5,46,4,Spring
-5,66,5.5,72,0,Winter
24,70,12,16,2,Winter
23,49,5.5,9,9,Autumn
33,58,6.5,1,8,Summer
22,96,27.5,95,9,Summer
24,27,9,12,9,Autumn
11,68,8,73,3,Winter
-10,99,5.5,94,0,Winter
30,81,11,97,1,Autumn
31,68,12.5,46,2,Spring
0,86,0.5,79,0,Winter
20,72,8,43,3,Summer
16,82,5.5,82,1,Winter
22,74,16,82,2,Summer
31,99,9.5,93,3,Winter
29,63,8.5,9,9,Spring
48,47,1.5,97,4,Spring
36,60,7,9,8,Autumn
39,68,5.5,2,11,Winter
23,79,9,14,1,Autumn
25,26,13,93,8,Autumn
4,88,7,85,1,Winter
41,53,3.5,15,6,Winter
14,50,13.5,43,4,Summer
22,49,0,10,10,Summer
1,83,6,54,0,Winter
1,95,4,97,0,Winter
32,61,10,96,13,Summer
16,74,14,27,3,Autumn
47,105,19,76,0,Autumn
12,73,13.5,17,3,Winter
20,70,10,31,1,Winter
33,57,14,12,2,Summer
28,87,7.5,77,2,Spring
-20,64,11.5,78,14,Summer
16,55,2.5,40,3,Autumn
0,71,19.5,53,0,Winter
28,44,1,9,9,Spring
-2,82,19,93,1,Winter
12,89,19,98,0,Winter
-5,73,14.5,52,0,Winter
25,81,8.5,53,3,Summer
21,54,0,16,3,Autumn
28,65,6.5,44,2,Autumn
11,60,9,47,1,Summer
12,76,16,80,2,Winter
-5,94,14.5,57,0,Winter
-4,66,11.5,70,0,Winter
25,78,9.5,91,0,Winter
21,66,0.5,74,13,Summer
16,73,15,25,3,Autumn
25,24,7.5,6,10,Summer
-3,81,16,88,1,Winter
17,63,4.5,35,3,Summer
-10,72,1,94,0,Winter
21,67,6,40,3,Autumn
34,74,0,87,4,Autumn
33,96,12,104,13,Autumn
35,62,9,11,10,Autumn
-6,85,4.5,92,1,Winter
33,67,2.5,13,10,Autumn
25,62,12,46,4,Winter
-4,103,5,91,12,Winter
32,66,14,90,1,Autumn
17,98,18,90,7,Spring
38,32,2,18,11,Summer
-1,63,10,90,1,Winter
31,78,8,37,3,Spring
15,62,14.5,81,3,Winter
25,78,9.5,12,3,Summer
41,73,6.5,96,10,Autumn
-7,69,18,53,1,Winter
42,21,1,4,11,Winter
16,57,4.5,46,4,Spring
33,56,6.5,1,9,Spring
19,73,3,81,0,Winter
27,100,18,76,5,Autumn
12,96,5.5,84,3,Autumn
11,73,5.5,65,2,Winter
23,62,8,91,2,Summer
57,81,27.5,82,10,Winter
65,83,16.5,86,5,Spring
38,37,5,2,8,Summer
29,66,1,12,3,Autumn
44,67,1.5,8,9,Autumn
20,61,2.5,2,6,Winter
-5,69,9,52,1,Winter
24,51,1,11,11,Spring
11,99,17.5,56,0,Summer
9,57,1.5,33,10,Winter
12,53,7,22,3,Spring
41,20,6.5,3,10,Spring
-3,97,4.5,77,1,Winter
15,72,35.5,99,1,Autumn
1,73,7,98,0,Winter
21,32,2.5,3,6,Spring
28,26,8,15,11,Summer
34,74,2,24,2,Winter
23,54,5,19,10,Autumn
26,77,11.5,45,1,Winter
28,65,0.5,16,11,Autumn
20,67,13,47,3,Spring
27,54,1,13,2,Summer
-11,37,10,82,5,Spring
4,65,16.5,91,0,Winter
26,60,6,27,14,Summer
38,78,3.5,85,0,Winter
24,101,27.5,86,14,Summer
-6,97,5.5,61,0,Winter
-7,70,5,82,1,Winter
25,47,5,10,6,Winter
14,90,5.5,73,3,Winter
-16,25,12,92,6,Winter
25,76,2.5,44,3,Spring
21,79,11.5,13,3,Winter
24,67,9.5,14,9,Summer
13,67,7,21,1,Winter
57,109,13.5,109,4,Summer
-15,79,14.5,28,11,Spring
76,82,14,106,12,Winter
77,101,11,95,2,Winter
60,80,30,96,0,Spring
33,36,5,9,9,Spring
-3,98,6.5,85,1,Winter
48,22,14,51,2,Summer
17,68,17,58,0,Winter
10,57,13,34,2,Spring
40,33,10,0,9,Spring
-4,60,14,87,1,Winter
24,49,2,2,8,Spring
14,94,11,63,2,Winter
37,86,9,93,6,Summer
22,86,17,65,0,Winter
13,61,2,21,4,Spring
28,85,15.5,93,12,Autumn
30,48,1.5,16,11,Autumn
42,21,7,14,9,Summer
3,60,18,61,1,Winter
23,96,12,75,2,Winter
4,89,10.5,89,6,Winter
12,63,14,47,2,Spring
30,68,7,15,3,Autumn
23,31,7.5,0,10,Spring
14,72,10,19,4,Autumn
-4,38,11,77,3,Winter
32,41,3.5,9,8,Autumn
34,53,2.5,19,10,Winter
-10,72,6.5,98,0,Winter
16,71,19,70,2,Summer
-5,88,19.5,71,0,Winter
13,77,14,48,2,Winter
32,51,12.5,41,3,Autumn
15,60,10.5,16,2,Winter
26,77,15.5,69,3,Spring
15,99,11,55,2,Summer
-10,74,13.5,83,0,Winter
-19,34,15,98,12,Spring
31,90,5,57,3,Spring
0,92,7,92,0,Winter
0,80,18,90,0,Winter
28,54,3,18,8,Summer
16,64,2,48,1,Spring
21,78,1,20,2,Spring
18,63,5,24,4,Winter
30,76,11.5,45,2,Autumn
20,78,13,71,0,Winter
10,71,10.5,33,1,Summer
10,71,13.5,72,2,Summer
-2,95,18.5,50,0,Winter
11,54,1,25,1,Autumn
16,97,12,89,2,Autumn
25,28,0,0,7,Spring
15,67,2.5,48,4,Autumn
23,56,13,16,3,Summer
17,25,4,12,5,Autumn
38,35,3,9,8,Summer
36,56,0,2,10,Spring
-4,91,10.5,57,0,Winter
23,47,7,14,6,Spring
27,79,3.5,18,1,Winter
38,56,1,13,9,Autumn
-8,93,7,89,1,Winter
-4,70,17,52,0,Winter
-3,85,19,88,0,Winter
23,78,6.5,53,3,Summer
-8,97,17,92,1,Winter
26,60,8.5,25,2,Autumn
42,20,4.5,9,8,Winter
28,70,11,86,0,Spring
13,64,10,19,3,Spring
55,89,16.5,93,12,Summer
41,39,3,0,6,Winter
12,74,6.5,76,3,Winter
-5,106,32.5,102,2,Winter
24,71,10.5,11,12,Winter
-5,83,19,89,1,Winter
24,75,4,13,3,Autumn
20,61,10.5,30,3,Summer
70,89,14.5,105,14,Winter
30,89,19,86,0,Spring
11,53,6.5,26,4,Summer
-2,67,3,80,1,Winter
27,63,6,80,0,Winter
20,85,33,86,0,Summer
22,38,10,0,9,Winter
36,67,8,93,1,Summer
31,75,13,61,3,Summer
33,27,8.5,11,6,Winter
2,98,6.5,89,1,Winter
27,51,9,4,8,Winter
18,53,12,49,4,Winter
27,72,14.5,17,2,Summer
-1,96,15.5,94,1,Winter
21,72,7.5,42,1,Summer
35,97,18.5,96,9,Autumn
44,61,1,13,6,Spring
29,109,21,93,9,Winter
40,46,2.5,3,6,Summer
23,30,9.5,4,10,Winter
-3,68,1,50,1,Winter
24,78,8,29,2,Winter
0,60,14,98,1,Winter
21,76,3,101,1,Autumn
-12,59,12.5,56,4,Winter
29,74,2.5,29,4,Spring
26,61,19.5,78,3,Winter
73,101,17,91,4,Winter
27,65,6.5,84,1,Spring
-9,98,15.5,95,1,Winter
-6,71,8.5,96,0,Winter
13,53,6,79,12,Spring
27,46,6.5,8,8,Winter
22,54,6.5,2,9,Autumn
27,68,12,23,8,Autumn
20,85,8.5,81,3,Winter
42,66,7,19,9,Winter
0,79,9,92,2,Winter
43,20,9,2,6,Spring
-2,83,9,63,1,Winter
34,75,6,16,4,Spring
26,34,1,10,5,Winter
17,66,15.5,95,2,Autumn
28,82,12.5,89,0,Winter
-7,63,17.5,67,1,Winter
36,36,7,72,8,Autumn
4,91,6,99,0,Winter
-9,91,4,56,1,Winter
31,51,6.5,17,11,Autumn
-7,68,6.5,72,0,Winter
16,74,10.5,25,4,Spring
20,23,9.5,58,0,Winter
6,81,2.5,109,14,Winter
36,22,1,12,8,Autumn
26,58,1,19,9,Spring
-9,96,2,56,1,Winter
42,44,5,17,6,Autumn
16,82,17,97,2,Summer
24,98,11.5,63,2,Autumn
5,106,20,82,8,Winter
25,23,4.5,13,11,Summer
11,65,7.5,73,2,Winter
-17,58,12.5,86,2,Spring
18,34,11.5,93,7,Spring
43,45,3.5,15,6,Spring
23,35,3,9,7,Winter
26,68,5,44,3,Autumn
42,68,8,78,0,Winter
24,44,8,1,6,Spring
-6,76,1,98,1,Winter
38,40,9,52,10,Winter
34,51,10,13,7,Spring
46,23,0,51,8,Summer
28,20,5.5,6,5,Summer
12,68,11.5,99,11,Spring
66,107,13,109,6,Summer
-2,50,4.5,13,6,Winter
37,51,9.5,5,5,Autumn
32,22,7.5,16,10,Winter
-7,61,2.5,79,0,Winter
4,72,15.5,85,0,Winter
33,98,10,65,3,Autumn
4,99,8,72,0,Winter
31,37,9.5,7,8,Winter
0,85,7.5,97,0,Winter
24,69,1.5,40,2,Winter
42,55,8,12,6,Spring
21,89,13,85,2,Spring
22,63,12.5,53,2,Spring
31,62,9.5,34,2,Winter
14,79,5,69,1,Summer
27,104,21.5,100,6,Autumn
2,72,12.5,90,1,Winter
22,77,13,36,2,Winter
-13,77,6.5,98,3,Winter
-7,63,19,70,0,Winter
42,58,6,3,9,Winter
36,22,0,3,10,Spring
12,50,3.5,25,1,Summer
11,96,6,69,3,Spring
4,62,4.5,95,2,Spring
0,63,18,54,0,Winter
22,57,3.5,17,11,Summer
29,42,0,14,7,Spring
18,64,12,19,3,Summer
28,59,13,25,3,Summer
10,76,11,12,2,Summer
11,50,10.5,43,3,Spring
-2,79,7.5,75,0,Winter
24,28,4,3,9,Winter
30,57,5.5,26,3,Spring
18,68,3,36,1,Winter
10,65,7,21,1,Summer
3,85,14.5,87,1,Winter
2,62,9,71,0,Winter
10,76,18,86,0,Winter
14,60,4.5,23,1,Summer
18,64,15.5,96,1,Winter
4,88,10,86,0,Winter
36,30,2,17,11,Autumn
-6,99,41,102,12,Winter
38,62,0.5,6,9,Autumn
11,55,0.5,16,4,Spring
31,59,11,44,4,Summer
33,30,5.5,92,10,Spring
10,60,2.5,20,1,Winter
18,77,13.5,25,4,Autumn
24,69,8,52,0,Summer
1,92,11,80,0,Winter
10,55,13,21,2,Summer
26,39,9.5,6,7,Spring
32,39,7.5,3,9,Autumn
11,67,15,88,2,Autumn
-10,89,3.5,92,0,Winter
24,67,12.5,58,0,Winter
0,69,6,98,0,Winter
37,29,6,17,5,Autumn
29,63,10.5,76,14,Summer
-13,61,2,81,6,Autumn
14,76,4,47,1,Summer
36,29,7.5,8,9,Summer
35,63,6,10,5,Spring
21,94,17.5,81,2,Summer
41,31,1.5,7,5,Summer
22,48,2,18,7,Spring
21,62,2.5,5,10,Spring
19,57,13,17,3,Autumn
32,61,16.5,72,1,Spring
-10,69,12,86,1,Winter
4,55,4.5,90,0,Spring
27,53,13,29,4,Autumn
41,45,1.5,14,8,Spring
1,76,20,91,0,Winter
25,94,13.5,99,10,Spring
-1,43,9.5,70,4,Autumn
15,58,6,11,1,Spring
4,63,2,74,1,Winter
29,37,4,6,10,Spring
47,92,0,78,12,Summer
-10,85,19,71,0,Winter
15,79,16,72,3,Winter
-5,60,2,94,1,Winter
30,76,8,44,4,Autumn
32,62,0.5,1,11,Winter
-2,91,14.5,69,1,Winter
33,85,9,54,1,Winter
-6,97,7,52,0,Winter
-4,67,5.5,62,1,Winter
30,72,6.5,94,0,Summer
30,68,17,74,2,Autumn
60,109,10,105,10,Autumn
28,62,6.5,69,1,Winter
-1,72,13,74,1,Winter
36,47,4.5,37,5,Summer
27,57,9,8,11,Summer
27,56,11,16,4,Winter
25,84,15.5,91,6,Summer
21,50,0,9,7,Summer
67,95,41.5,79,9,Summer
2,65,19,63,1,Winter
-9,79,3.5,92,1,Winter
22,74,5.5,25,2,Spring
18,68,19,85,1,Autumn
21,30,4,8,5,Autumn
28,99,11,82,3,Autumn
13,71,6,54,3,Winter
24,50,9.5,10,7,Spring
44,45,3.5,14,7,Spring
25,75,11,67,13,Summer
9,77,8.5,21,5,Summer
42,59,10.5,17,13,Winter
18,94,18.5,67,3,Spring
35,25,1.5,94,4,Spring
14,73,8.5,64,3,Summer
25,30,1.5,18,10,Autumn
16,71,15,43,2,Spring
26,97,18,61,3,Winter
19,98,13,82,3,Autumn
-10,76,4.5,99,1,Winter
4,70,5.5,56,1,Winter
-8,86,19.5,97,1,Winter
-3,83,16,90,0,Winter
27,61,2.5,51,4,Summer
15,79,7.5,39,1,Winter
38,47,3,18,5,Autumn
21,92,7.5,69,2,Summer
-7,94,3,98,0,Winter
21,84,2.5,87,4,Autumn
21,93,13.5,87,1,Winter
21,76,11.5,30,3,Winter
0,68,16,91,1,Winter
36,26,9,5,6,Winter
64,109,35.5,95,12,Autumn
24,69,4,12,10,Spring
34,95,15.5,90,11,Spring
33,49,9,5,9,Summer
46,81,20.5,107,14,Summer
-3,90,16.5,55,1,Winter
13,56,3.5,15,2,Summer
41,101,19,78,9,Winter
27,85,10,68,0,Summer
-10,79,18.5,96,0,Winter
10,97,6,94,0,Autumn
21,33,3,3,7,Autumn
-8,33,5,14,9,Spring
20,69,17,87,3,Winter
27,58,14.5,13,4,Summer
28,71,9,66,1,Spring
20,89,18,68,2,Autumn
-7,89,0.5,76,1,Winter
33,72,11,18,1,Summer
28,79,13,50,0,Summer
-8,92,11.5,54,1,Winter
39,66,5,11,5,Spring
19,72,7,57,0,Spring
-2,65,8,51,1,Winter
22,86,5.5,94,3,Autumn
31,67,13.5,54,0,Autumn
15,61,7,40,2,Winter
-9,46,6.5,35,7,Autumn
28,60,5.5,28,1,Summer
13,93,18,94,1,Winter
-8,39,5.5,55,6,Winter
15,76,5,73,8,Winter
23,75,16.5,86,2,Winter
30,66,18,87,0,Winter
0,98,7,66,0,Winter
17,62,9,11,2,Summer
15,99,30.5,85,3,Autumn
20,67,1.5,42,4,Autumn
23,77,7.5,49,2,Winter
11,53,5.5,13,3,Autumn
-7,67,18,50,1,Winter
34,60,11.5,42,1,Winter
-5,89,5,64,0,Winter
14,75,4,10,4,Autumn
42,55,5.5,15,6,Summer
32,21,2.5,8,7,Winter
34,66,8.5,95,10,Spring
35,65,9.5,12,7,Autumn
18,64,19.5,98,1,Summer
-10,85,8,69,1,Winter
-9,71,9,50,1,Winter
32,60,11,49,1,Autumn
27,69,4.5,4,7,Autumn
30,107,20.5,84,5,Autumn
-10,67,1,59,0,Winter
-4,78,9,58,1,Winter
19,45,2.5,35,10,Winter
32,31,3.5,9,8,Autumn
23,90,13.5,53,3,Spring
5,68,0.5,89,12,Autumn
20,94,13.5,105,4,Autumn
18,51,7,38,3,Spring
11,67,8.5,59,2,Summer
1,60,2.5,61,1,Winter
4,74,8.5,91,1,Winter
6,78,5,20,9,Summer
22,79,3.5,37,3,Summer
10,69,10.5,10,1,Summer
21,60,17.5,62,0,Spring
23,70,14.5,64,3,Summer
0,63,6.5,63,0,Winter
25,49,9,17,5,Summer
-7,94,16.5,86,1,Winter
30,61,12,20,1,Autumn
0,94,7.5,63,0,Winter
25,109,21,80,0,Autumn
29,74,6.5,33,1,Summer
10,77,18,62,3,Autumn
-7,52,1.5,24,10,Winter
23,64,7.5,47,4,Autumn
-3,86,10.5,60,1,Winter
1,79,19,95,13,Winter
3,96,4,95,1,Winter
26,53,9,2,9,Autumn
18,68,13,32,3,Summer
-4,97,18.5,86,0,Winter
14,66,4,29,1,Spring
-6,75,13.5,54,0,Winter
-4,89,18,87,1,Winter
14,92,13,98,1,Winter
17,85,16.5,79,3,Autumn
25,51,7,18,8,Autumn
34,78,13.5,17,3,Winter
21,57,1,21,3,Summer
17,91,23,83,9,Spring
37,66,6,11,9,Autumn
11,67,8,17,4,Summer
11,52,2.5,44,2,Winter
30,84,5.5,106,6,Spring
-8,75,9.5,56,0,Winter
3,85,40.5,96,0,Winter
18,61,13.5,28,3,Spring
25,20,0,1,11,Summer
27,63,7.5,45,3,Spring
6,76,12,32,7,Summer
-7,74,0.5,72,1,Winter
2,88,3.5,65,1,Winter
-6,87,11.5,109,11,Winter
58,76,26.5,97,7,Winter
40,32,3,4,7,Spring
-4,69,14.5,37,1,Spring
41,41,9,3,11,Spring
36,39,10,6,10,Autumn
-1,61,0,73,0,Winter
28,92,18,98,0,Winter
-4,84,13.5,99,1,Winter
10,87,12.5,57,3,Winter
14,81,6.5,82,0,Spring
16,69,8.5,22,3,Autumn
-10,80,17,84,1,Winter
17,81,30.5,88,1,Spring
18,79,10.5,37,3,Autumn
19,65,3,41,2,Spring
31,55,8,33,1,Autumn
28,67,10,42,2,Autumn
2,72,16.5,57,1,Winter
-2,79,3,98,1,Winter
-9,92,6.5,90,1,Winter
5,37,13.5,84,14,Summer
19,72,1,33,4,Winter
-7,86,17,95,1,Winter
68,70,2,71,4,Autumn
12,78,11,66,0,Spring
39,63,1.5,15,10,Spring
49,28,14.5,64,12,Winter
41,39,8,8,9,Winter
0,92,16.5,80,1,Winter
3,91,9.5,64,1,Winter
4,66,3.5,95,0,Winter
33,63,5,96,0,Summer
31,44,5.5,83,12,Autumn
29,65,1,5,5,Summer
11,65,6,53,1,Summer
-2,66,18.5,76,1,Winter
23,99,15.5,80,0,Summer
39,26,6,8,5,Spring
1,93,14,56,0,Winter
26,73,0.5,24,1,Winter
-7,99,2.5,53,0,Winter
53,90,16.5,78,12,Winter
22,24,8,3,8,Spring
20,60,0.5,18,9,Winter
-8,72,2.5,86,0,Winter
11,72,1,46,2,Winter
24,53,4,28,1,Winter
28,69,8.5,83,2,Summer
21,75,1,15,1,Winter
16,71,9.5,17,4,Summer
17,77,11.5,46,2,Winter
-12,70,31.5,99,10,Winter
44,60,10,17,9,Winter
10,92,5,56,2,Autumn
-10,71,12.5,67,0,Winter
3,91,17.5,94,0,Winter
28,63,13.5,93,2,Autumn
16,70,15,59,0,Spring
1,85,4,59,1,Winter
22,51,7,27,3,Autumn
30,54,1,19,5,Winter
10,81,11.5,75,3,Summer
2,75,2.5,74,1,Winter
23,51,2.5,1,9,Winter
21,60,2.5,2,10,Spring
18,53,8.5,68,4,Summer
19,74,7.5,92,0,Spring
26,76,2.5,40,4,Spring
-1,79,20,70,1,Winter
-1,60,1.5,62,0,Winter
10,83,11.5,72,1,Summer
17,81,18,89,2,Summer
25,57,4.5,24,4,Winter
46,24,9.5,81,0,Summer
5,57,6.5,72,4,Winter
20,32,7,5,9,Autumn
40,37,8.5,2,11,Spring
14,69,2,23,1,Autumn
1,96,13.5,81,0,Winter
42,33,2,14,5,Autumn
12,97,13,60,0,Winter
-4,94,16,85,1,Winter
27,38,4.5,0,9,Autumn
11,72,16.5,103,2,Autumn
20,57,9.5,5,5,Winter
43,102,1,88,4,Winter
47,40,10.5,54,8,Summer
4,60,18,63,1,Winter
30,61,7,17,3,Spring
13,55,11,17,4,Winter
11,69,1,27,12,Winter
28,44,14,46,1,Autumn
41,20,4.5,2,5,Spring
-5,79,2,61,1,Winter
39,55,7.5,0,5,Summer
-1,94,16.5,75,1,Winter
32,34,2.5,10,11,Autumn
13,60,1.5,31,4,Autumn
72,101,26.5,75,14,Summer
12,72,0,36,4,Summer
34,57,6,39,3,Spring
33,55,10.5,42,4,Autumn
37,29,3.5,10,9,Autumn
33,78,5.5,92,0,Summer
12,76,11.5,89,1,Winter
1,96,14.5,65,1,Winter
25,75,9,13,2,Summer
29,54,9,14,11,Summer
31,42,7,16,10,Autumn
16,85,19.5,52,2,Autumn
30,51,6,15,8,Summer
23,95,23.5,83,7,Summer
1,91,13,80,1,Winter
30,41,5.5,5,10,Autumn
35,42,4.5,10,7,Spring
20,22,8,17,11,Autumn
-9,71,13,70,0,Winter
1,61,2.5,89,1,Winter
21,53,3.5,11,8,Spring
11,69,7,28,1,Winter
26,63,6,65,1,Autumn
19,56,0.5,24,1,Autumn
11,76,19.5,92,1,Summer
-7,99,13,58,1,Winter
15,52,8.5,41,3,Winter
18,66,7.5,44,3,Autumn
4,97,18,58,0,Winter
30,61,14,67,0,Summer
34,76,2.5,41,3,Winter
62,91,9.5,79,11,Spring
1,72,10.5,89,0,Winter
14,96,13.5,54,3,Spring
-2,60,12.5,69,1,Winter
48,85,15,99,14,Summer
17,66,6.5,21,4,Summer
24,53,1,40,3,Autumn
0,97,14,66,1,Winter
46,38,8,39,10,Winter
41,28,5,5,7,Winter
20,68,1,42,4,Summer
1,64,19.5,52,1,Winter
1,91,11,80,0,Winter
43,101,10,100,9,Winter
43,67,9,1,6,Spring
14,82,19,78,0,Autumn
33,61,6.5,19,6,Summer
26,89,6.5,81,0,Autumn
-3,85,13.5,53,0,Winter
15,85,19.5,51,3,Spring
30,76,11.5,42,2,Summer
-16,77,22.5,75,13,Winter
72,77,18.5,105,2,Winter
-4,92,13.5,99,0,Winter
-20,89,12.5,106,5,Winter
38,88,19.5,85,0,Spring
53,81,0,84,12,Autumn
31,60,8.5,30,2,Summer
24,73,7,87,0,Winter
15,76,9,81,1,Winter
34,57,3,1,9,Summer
0,60,13,97,0,Winter
36,86,18.5,76,9,Winter
-9,98,2.5,61,1,Winter
32,40,3,29,9,Summer
20,98,16.5,55,0,Spring
12,69,6,90,2,Autumn
15,89,13,58,3,Summer
1,67,3,76,0,Winter
37,47,1,2,7,Summer
-4,76,3,91,1,Winter
-10,75,9.5,71,0,Winter
-10,83,0,81,1,Winter
17,84,13.5,86,3,Autumn
19,102,13,80,12,Summer
-14,37,10.5,63,3,Spring
21,67,4.5,5,6,Spring
-1,78,11,95,0,Winter
-9,72,6,66,1,Winter
33,78,11,32,4,Summer
29,93,8.5,74,0,Autumn
-7,75,12.5,94,0,Winter
4,81,2.5,93,1,Winter
32,94,13,80,2,Summer
26,64,8,4,9,Summer
24,39,6.5,2,5,Autumn
1,88,2.5,70,1,Winter
46,31,7.5,84,6,Autumn
9,83,19.5,91,10,Winter
1,87,37.5,81,14,Winter
17,56,13.5,17,2,Autumn
-1,62,18.5,58,0,Winter
37,32,7.5,28,5,Spring
27,102,5.5,74,6,Spring
-3,77,15.5,51,0,Winter
2,96,8.5,65,0,Winter
27,21,5.5,15,11,Autumn
70,70,16.5,83,12,Winter
15,72,0.5,44,2,Autumn
-5,96,4,84,0,Winter
28,26,11.5,94,11,Spring
-3,62,5.5,96,0,Winter
29,25,0.5,6,8,Autumn
9,38,8.5,75,10,Winter
14,76,17.5,55,1,Autumn
22,63,6.5,58,1,Autumn
20,60,5,91,0,Spring
33,75,1,44,2,Winter
29,92,12,50,1,Spring
29,71,10.5,16,1,Winter
31,71,3,36,4,Winter
31,58,15,46,4,Autumn
43,30,2,7,7,Winter
